OBJECTID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
6567,51021000002846,Health Department Bland County,207 / 176 Jackson St,Bland,VA,24315,(800) 533-4148,https://www.vdh.virginia.gov/,-81.11628631,37.10042309,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51021,Bland County
6568,51117000010642,Health Department Mecklenburg County,478 Washington St,Boydton,VA,23917,(800) 533-4148,https://www.vdh.virginia.gov/,-78.38773155,36.66821018,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51117,Mecklenburg County
6569,51117000010743,VDH District Office & Health Department Mecklenburg,969 Madison Street,Boydton,VA,23917,(800) 533-4148,https://www.vdh.virginia.gov/,-78.38256293,36.67133747,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51117,Mecklenburg County
6570,51520000002652,Health Department Bristol,341 / 205 Piedmont Ave,Bristol,VA,24201-4167,(800) 533-4148,https://www.vdh.virginia.gov/,-82.1827624,36.59854182,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51520,Bristol City
6571,51029000000013,Health Department Buckingham County,"13360 W James Anderson Hwy, 1St Fl",Buckingham,VA,23921,(800) 533-4148,https://www.vdh.virginia.gov/,-78.55125972,37.55175711,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51029,Buckingham County
6572,51530000000593,Health Department Buena Vista,2270 Magnolia Ave,Buena Vista,VA,24416-3122,(800) 533-4148,https://www.vdh.virginia.gov/,-79.35307127,37.73662253,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51530,Buena Vista City
6573,51036000002714,Health Department Charles City County,7501 Adkins Rd,Charles City,VA,23030-3020,(800) 533-4148,https://www.vdh.virginia.gov/,-77.10440518,37.38668766,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51036,Charles City County
6574,51037000003066,Health Department Charlotte County,270 David Bruce Ave,Charlotte Court House,VA,23923,(800) 533-4148,https://www.vdh.virginia.gov/,-78.64070364,37.05648292,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51037,Charlotte County
6575,51540000000373,Health Department Charlottesville-Albemarle,1138 Rose Hill Dr,Charlottesville,VA,22906,(800) 533-4148,https://www.vdh.virginia.gov/,-78.48322155,38.04282635,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51540,Charlottesville City
6576,51143000013297,Health Department Pittsylvania County,200 H G Mcgee Dr,Chatham,VA,24531,(800) 533-4148,https://www.vdh.virginia.gov/,-79.39123541,36.79414019,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51143,Pittsylvania County
6577,51550000030829,Health Department Chesapeake,490 Liberty St,Chesapeake,VA,23324-2618,(800) 533-4148,https://www.vdh.virginia.gov/,-76.27501012,36.8227629,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51550,Chesapeake City
6578,51550000006458,Health Department Chesapeake Expansion,748 Battlefield Blvd N,Chesapeake,VA,23320-4941,(800) 533-4148,https://www.vdh.virginia.gov/,-76.24758784,36.7467652,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51550,Chesapeake City
6579,51041000037917,Health Department Chesterfield County,9501 Lucy Corr Cir,Chesterfield,VA,23832-6697,(800) 533-4148,https://www.vdh.virginia.gov/,-77.50376347,37.38299181,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51041,Chesterfield County
6580,51121000043036,Health Department Montgomery County,210 Pepper St SE / S Pepper St,Christiansburg,VA,24073-3571,(800) 533-4148,https://www.vdh.virginia.gov/,-80.40445004,37.12935533,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51121,Montgomery County
6581,51005000001096,Health Department Clifton Forge,322 S. Jefferson Ave,Clifton Forge,VA,24422-1749,(800) 533-4148,https://www.vdh.virginia.gov/,-79.82340752,37.81646058,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51005,Alleghany County
6582,51051000005688,Health Department Dickenson County,334 Brush Creek Rd,Clintwood,VA,24228-0768,(800) 533-4148,https://www.vdh.virginia.gov/,-82.46293769,37.15294386,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51051,Dickenson County
6583,51570000001174,Health Department Colonial Heights,200 Highland Ave,Colonial Heights,VA,23834-3142,(800) 533-4148,https://www.vdh.virginia.gov/,-77.40942664,37.25396671,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51570,Colonial Heights City
6584,51175000006729,Health Department Southampton County,26022 Administration Center Dr,Courtland,VA,23837,(800) 533-4148,https://www.vdh.virginia.gov/,-77.06586775,36.71551393,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51175,Southampton County
6585,51580000002002,Health Department Alleghany-Covington,321 E Beech St,Covington,VA,24426-2013,(800) 533-4148,https://www.vdh.virginia.gov/,-79.98594045,37.7846158,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51580,Covington City
6586,51207520003226,VDH Office of Drinking Water ODW Culpeper,400 S Main St,Culpeper,VA,22701-3146,(800) 533-4148,https://www.vdh.virginia.gov/,-77.99769202,38.47158118,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,5120752,Culpeper Town
6587,51207520000949,Health Department Culpeper County,640 Laurel St,Culpeper,VA,22701-3993,(800) 533-4148,https://www.vdh.virginia.gov/,-78.01412396,38.45578844,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,5120752,Culpeper Town
6588,51049000001380,Health Department Cumberland County,15 Foster Rd,Cumberland,VA,23040-2645,(800) 533-4148,https://www.vdh.virginia.gov/,-78.24580994,37.49734394,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51049,Cumberland County
6589,51590000017733,VDH Office of Drinking Water ODW Danville One Stop,211 Nor Dan Drive Ste 1055,Danville,VA,24540,(800) 533-4148,https://www.vdh.virginia.gov/,-79.39959388,36.62666609,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51590,Danville City
6590,51590000017733,VDH Office of Drinking Water ODW Danville,211 Nor Dan Drive Ste 1055,Danville,VA,24540,(800) 533-4148,https://www.vdh.virginia.gov/,-79.39959388,36.62666609,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51590,Danville City
6591,51590000023325,Health Department Danville,326 Taylor Dr,Danville,VA,24541-4023,(800) 533-4148,https://www.vdh.virginia.gov/,-79.41183834,36.55745419,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51590,Danville City
6592,51053000002036,Health Department Dinwiddie County,14010 Boydton Plank Rd,Dinwiddie,VA,23841,(800) 533-4148,https://www.vdh.virginia.gov/,-77.58605939,37.07928289,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51053,Dinwiddie County
6593,51081000000418,Health Department Greensville-Emporia,140 Uriah Branch Way/Po Box 1033,Emporia,VA,23847-6315,(800) 533-4148,https://www.vdh.virginia.gov/,-77.51527067,36.73736825,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51081,Greensville County
6594,51274400002016,Health Department Prince Edward County,111 South St,Farmville,VA,23901,(800) 533-4148,https://www.vdh.virginia.gov/,-78.39184729,37.30149534,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,5127440,Farmville Town
6595,51023000010284,Health Department Botetourt County,21 Academy St,Fincastle,VA,24090-3316,(800) 533-4148,https://www.vdh.virginia.gov/,-79.87644163,37.49630621,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51023,Botetourt County
6596,51063000008696,Health Department Floyd County,123 Parkview Road Ne,Floyd,VA,24091,(800) 533-4148,https://www.vdh.virginia.gov/,-80.32392869,36.92236305,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51063,Floyd County
6597,51620000004264,Health Department Franklin City,110 Fairview Dr,Franklin,VA,23851-1214,(800) 533-4148,https://www.vdh.virginia.gov/,-76.93878403,36.6918073,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51620,Franklin City
6598,51630000009280,VDH District Office Fredericksburg,1320 Central Park Blvd Ste 300,Fredericksburg,VA,22401,(800) 533-4148,https://www.vdh.virginia.gov/,-77.51298208,38.30282045,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51630,Fredericksburg City
6599,51630000000631,VDH Office of Emergency Medical Services OEMS Fredericksburg,250 Executive Center Pkwy,Fredericksburg,VA,22401,(800) 533-4148,https://www.vdh.virginia.gov/,-77.4800084,38.31268165,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51630,Fredericksburg City
6600,51630000008119,Health Department Fredericksburg,608 Jackson St,Fredericksburg,VA,22401-5719,(800) 533-4148,https://www.vdh.virginia.gov/,-77.46300739,38.29759865,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51630,Fredericksburg City
6601,51187000013186,Health Department Warren County,465 W 15Th St Suite 200,Front Royal,VA,22630,(800) 533-4148,https://www.vdh.virginia.gov/,-78.20385384,38.93658735,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51187,Warren County
6602,51640000003077,Health Department Galax,502 S Main St,Galax,VA,24333,(800) 533-4148,https://www.vdh.virginia.gov/,-80.92312279,36.65752931,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51640,Galax City
6603,51169000013635,Health Department Scott County,"190 Beech St, Ste 102 / 112 Beech St",Gate City,VA,24251-3638,(800) 533-4148,https://www.vdh.virginia.gov/,-82.57221634,36.63993486,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51169,Scott County
6604,51087000077050,VDH Office of Emergency Medical Services OEMS Henrico,1045 Technology Park Drive,Glen Allen,VA,23059,(800) 533-4148,https://www.vdh.virginia.gov/,-77.45555319,37.66682007,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51087,Henrico County
6605,51073000015593,Health Department Gloucester County,"6882 Main St, Ste C-F",Gloucester,VA,23061,(800) 533-4148,https://www.vdh.virginia.gov/,-76.52017668,37.41033727,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51073,Gloucester County
6606,51075000009375,Health Department Goochland County,1800 Sandyhook Road,Goochland,VA,23063,(800) 533-4148,https://www.vdh.virginia.gov/,-77.88793128,37.69466128,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51075,Goochland County
6607,51027000001489,Health Department Buchanan County,1051 Rosebud Rd / Po Box 618,Grundy,VA,24614-0618,(800) 533-4148,https://www.vdh.virginia.gov/,-82.07059495,37.28601666,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51027,Buchanan County
6608,51083000017807,Health Department Halifax County,1030 Mary Bethune St / Crawford And Main St.,Halifax,VA,24558,(800) 533-4148,https://www.vdh.virginia.gov/,-78.92334755,36.76802903,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51083,Halifax County
6609,51650000052828,VDH WIC Hampton,1220 North King St Suite 1204 & 1206,Hampton,VA,23669,(800) 533-4148,https://www.vdh.virginia.gov/,-76.34731658,37.04671779,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51650,Hampton City
6610,51650000063256,VDH District Office Hampton,3130 Victoria Blvd,Hampton,VA,23661-1544,(800) 533-4148,https://www.vdh.virginia.gov/,-76.36637784,37.01306791,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51650,Hampton City
6611,51660000005376,Health Department Harrisonburg-Rockingham,110 North Mason St,Harrisonburg,VA,22802-4109,(800) 533-4148,https://www.vdh.virginia.gov/,-78.86618792,38.45032633,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51660,Harrisonburg City
6612,51133000004909,Health Department Northumberland County,6373 Northumberland,Heathsville,VA,22473,(800) 533-4148,https://www.vdh.virginia.gov/,-76.48144493,37.92172289,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51133,Northumberland County
6613,51087000059697,Health Department Henrico East,1400 N Laburnum Avenue,Henrico,VA,23231,(800) 533-4148,https://www.vdh.virginia.gov/,-77.37775111,37.56423669,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51087,Henrico County
6614,51087000021864,VDH WIC Henrico,7740 Shrader Road,Henrico,VA,23228,(800) 533-4148,https://www.vdh.virginia.gov/,-77.52113684,37.62314005,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51087,Henrico County
6615,51035000015715,Health Department Carroll County,"605 Pine St, Ste 15",Hillsville,VA,24343-1453,(800) 533-4148,https://www.vdh.virginia.gov/,-80.73482794,36.76782233,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51035,Carroll County
6616,51670000009404,Health Department Hopewell,1501 W City Point Rd,Hopewell,VA,23860,(800) 533-4148,https://www.vdh.virginia.gov/,-77.29983065,37.29982325,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51670,Hopewell City
6617,51077000006218,Health Department Grayson County,186 W Main St,Independence,VA,24348-4365,(800) 533-4148,https://www.vdh.virginia.gov/,-81.15381077,36.62128254,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51077,Grayson County
6618,51105000010412,Health Department Lee County,134 Hill St / Po Box 763,Jonesville,VA,24263,(800) 533-4148,https://www.vdh.virginia.gov/,-83.11082919,36.68773303,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51105,Lee County
6619,51103000004382,VDH Shellfish Safety Lancaster County,99 Fmc Drive,Kilmarnock,VA,22482,(800) 533-4148,https://www.vdh.virginia.gov/,-76.38375015,37.6993232,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51103,Lancaster County
6620,51097000000160,Health Department King & Queen County,167 Courthouse Landing Rd / Po Box 8,King And Queen Courthouse,VA,23085,(800) 533-4148,https://www.vdh.virginia.gov/,-76.87805853,37.66870201,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51097,King and Queen County
6621,51099000000118,Health Department King George County,8097 Kings Highway,King George,VA,22485,(800) 533-4148,https://www.vdh.virginia.gov/,-77.20726512,38.27741399,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51099,King George County
6622,51101000004346,Health Department King William County,172 Courthouse Ln / Po Box 155/167 Courthouse Landing Road,King William,VA,23086-0155,(800) 533-4148,https://www.vdh.virginia.gov/,-77.01449894,37.68709441,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51101,King William County
6623,51103000000151,Health Department Lancaster County,9049 Mary Ball Rd/Po Box 158,Lancaster,VA,22503-2210,(800) 533-4148,https://www.vdh.virginia.gov/,-76.45234732,37.76842711,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51103,Lancaster County
6624,51025000006587,Health Department Brunswick County,1632 Lawrenceville Plank Rd,Lawrenceville,VA,23868-3304,(800) 533-4148,https://www.vdh.virginia.gov/,-77.83829458,36.76469448,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51025,Brunswick County
6625,51167000014488,Health Department Russell County,"133 Highland Dr, Suite A",Lebanon,VA,24266,(800) 533-4148,https://www.vdh.virginia.gov/,-82.07102302,36.90387206,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51167,Russell County
6626,51678000000503,VDH Office Water Programs Lexington,131 Walker St,Lexington,VA,24450-2431,(800) 533-4148,https://www.vdh.virginia.gov/,-79.43774223,37.77827405,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51678,Lexington City
6627,51678000001832,Health Department Rockbridge-Lexington,300 White St,Lexington,VA,24450-1937,(800) 533-4148,https://www.vdh.virginia.gov/,-79.45011312,37.78325779,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51678,Lexington City
6628,51109000011806,Health Department Louisa County Modular Units,540 Industrial Drive,Louisa,VA,23093,(800) 533-4148,https://www.vdh.virginia.gov/,-77.97267455,38.01452202,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51109,Louisa County
6629,51111000002248,Health Department Lunenburg County,11387 Courthouse Rd,Lunenburg,VA,23952-2200,(800) 533-4148,https://www.vdh.virginia.gov/,-78.26697715,36.96170217,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51111,Lunenburg County
6630,51139000010477,Health Department Page County,75 Court Ln,Luray,VA,22835-1055,(800) 533-4148,https://www.vdh.virginia.gov/,-78.4702275,38.66173602,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51139,Page County
6631,51680000022103,VDH Office of Emergency Medical Services OEMS Lynchburg,2412 Langhorne Rd,Lynchburg,VA,24501,(800) 533-4148,https://www.vdh.virginia.gov/,-79.16832058,37.41108952,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51680,Lynchburg City
6632,51680000018896,Health Department Lynchburg,307 Alleghany Ave,Lynchburg,VA,24501,(800) 533-4148,https://www.vdh.virginia.gov/,-79.17336264,37.40437922,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51680,Lynchburg City
6633,51113000003934,Health Department Madison County,1480 N Main St,Madison,VA,22727,(800) 533-4148,https://www.vdh.virginia.gov/,-78.2491587,38.38865214,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51113,Madison County
6634,51153000046875,Health Department Prince William County,9301 Lee Ave,Manassas,VA,20110-5517,(800) 533-4148,https://www.vdh.virginia.gov/,-77.47761391,38.75154307,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51153,Prince William County
6635,51683000007952,VDH WIC Manassas,9430 Forestwood Ln,Manassas,VA,20110,(800) 533-4148,https://www.vdh.virginia.gov/,-77.47836201,38.7666124,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51683,Manassas City
6636,51173000000836,Health Department Smyth County Environmental,201 Francis Marion Ln,Marion,VA,24354-4227,(800) 533-4148,https://www.vdh.virginia.gov/,-81.50364966,36.85288891,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51173,Smyth County
6637,51173000000836,Health Department Smyth County,201 Francis Marion Ln,Marion,VA,24354-4227,(800) 533-4148,https://www.vdh.virginia.gov/,-81.50364966,36.85288891,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51173,Smyth County
6638,51690000003261,Health Department Henry-Martinsville,295 Commonwealth Blvd W,Martinsville,VA,24114,(800) 533-4148,https://www.vdh.virginia.gov/,-79.88300155,36.69659491,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51690,Martinsville City
6639,51115000002892,Health Department Mathews County,536 Church St / Human Resources Bldg,Mathews,VA,23109,(800) 533-4148,https://www.vdh.virginia.gov/,-76.32834029,37.43820643,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51115,Mathews County
6640,51033000000010,Health Department Caroline County,17202 Richmond Tpke,Milford,VA,22514-2211,(800) 533-4148,https://www.vdh.virginia.gov/,-77.34083173,38.02432199,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51033,Caroline County
6641,51091000001554,Health Department Highland County,140 / Fleisher Ave,Monterey,VA,24465,(800) 533-4148,https://www.vdh.virginia.gov/,-79.57650252,38.41207485,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51091,Highland County
6642,51193000002569,Health Department Westmoreland County,18849 Kings Hwy,Montross,VA,22520,(800) 533-4148,https://www.vdh.virginia.gov/,-76.7817061,38.0775725,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51193,Westmoreland County
6643,51131000001408,Health Department Northampton County,7114 Lankford Hwy,Nassawadox,VA,23413,(800) 533-4148,https://www.vdh.virginia.gov/,-75.85493369,37.48275722,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51131,Northampton County
6644,51045000002266,Health Department Craig County,161 Main Street,New Castle,VA,24127-0006,(800) 533-4148,https://www.vdh.virginia.gov/,-80.10886156,37.50369631,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51045,Craig County
6645,51045000001374,Health Department Craig County Storage,285/287 Marshall Dr,New Castle,VA,24127,(800) 533-4148,https://www.vdh.virginia.gov/,-80.10492172,37.4968277,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51045,Craig County
6646,51127000008177,Health Department New Kent County,7911 Courthouse Way / 12025 Courthouse Circle,New Kent,VA,23124,(800) 533-4148,https://www.vdh.virginia.gov/,-76.97686042,37.51611236,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51127,New Kent County
6647,51700000035595,VDH WIC Newport News East End,1033 28Th St,Newport News,VA,23607-4233,(800) 533-4148,https://www.vdh.virginia.gov/,-76.41161533,36.98801385,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51700,Newport News City
6648,51700000035224,VDH District Office Newport News,416 J Clyde Morris Blvd,Newport News,VA,23601-1927,(800) 533-4148,https://www.vdh.virginia.gov/,-76.4850834,37.06305975,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51700,Newport News City
6649,51700000030902,VDH WIC Newport News Clinic,606 Denbigh Blvd,Newport News,VA,23608-4413,(800) 533-4148,https://www.vdh.virginia.gov/,-76.51811961,37.13890973,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51700,Newport News City
6650,51135000005668,Health Department Nottoway County,207 W Courthouse Rd,Crewe,VA,23955,(800) 533-4148,https://www.vdh.virginia.gov/,-78.07909909,37.12930485,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51135,Nottoway County
6651,51137000006368,Health Department Orange County,450 N. Madison Rd,Orange,VA,22960-1085,(800) 533-4148,https://www.vdh.virginia.gov/,-78.11528418,38.25335812,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51137,Orange County
6652,51065000008207,Health Department Fluvanna County,132 Main St / County Office Building,Palmyra,VA,22963,(800) 533-4148,https://www.vdh.virginia.gov/,-78.26430371,37.85958028,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51065,Fluvanna County
6653,51071000007440,Health Department Giles County,"1 Taylor Ave, Ste 4",Pearisburg,VA,24134,(800) 533-4148,https://www.vdh.virginia.gov/,-80.72234312,37.32249763,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51071,Giles County
6654,51730000006531,Health Department Petersburg,301 Halifax St,Petersburg,VA,23803-6335,(800) 533-4148,https://www.vdh.virginia.gov/,-77.40694699,37.22241174,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51730,Petersburg City
6655,51740000001159,Health Department Portsmouth,1701 High St,Portsmouth,VA,23704-3103,(800) 533-4148,https://www.vdh.virginia.gov/,-76.32035987,36.83403131,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51740,Portsmouth City
6656,51740000033052,VDH WIC Portsmouth,3225 / 3260 Academy Avenue,Portsmouth,VA,23703,(800) 533-4148,https://www.vdh.virginia.gov/,-76.39823151,36.86337658,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51740,Portsmouth City
6657,51145000013069,Health Department Powhatan County,"3908 Old Buckingham Rd, Suite #1",Powhatan,VA,23139,(800) 533-4148,https://www.vdh.virginia.gov/,-77.91907464,37.54415341,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51145,Powhatan County
6658,51149000011786,Health Department Prince George County,6450 Administration Drive,Prince George,VA,23875,(800) 533-4148,https://www.vdh.virginia.gov/,-77.28812887,37.22159796,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51149,Prince George County
6659,51155000009641,Health Department Pulaski County,170 4Th St Nw,Pulaski,VA,24301-4524,(800) 533-4148,https://www.vdh.virginia.gov/,-80.78398164,37.05017291,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51155,Pulaski County
6660,51750000000619,Health Department Radford,220 E Main St,Radford,VA,24141,(800) 533-4148,https://www.vdh.virginia.gov/,-80.53878722,37.13481382,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51750,Radford City
6661,51760000078287,VDH WIC Richmond,1510 N. 28Th Street,Richmond,VA,23223,(800) 533-4148,https://www.vdh.virginia.gov/,-77.40632969,37.54061734,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51760,Richmond City
6662,51087000069743,Health Department Richmond Maywill Office,2001 Maywill Street,Richmond,VA,23230,(800) 533-4148,https://www.vdh.virginia.gov/,-77.48847836,37.58178457,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51087,Henrico County
6663,51041000143777,VDH WIC Chesterfield,310 Turner Rd,Richmond,VA,23235,(800) 533-4148,https://www.vdh.virginia.gov/,-77.53664404,37.49539136,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51041,Chesterfield County
6664,51760000014025,VDH WIC Richmond Southside Plaza,509-513 E. Southside Plaza,Richmond,VA,23224,(800) 533-4148,https://www.vdh.virginia.gov/,-77.47566437,37.50294224,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51760,Richmond City
6665,51760000087217,VDH Office of the Chief Medical Examiner OCME Biotech 8,737 N 5Th St,Richmond,VA,23219-1415,(800) 533-4148,https://www.vdh.virginia.gov/,-77.43295562,37.54749005,AP,2023/11/16 00:00:00+00,Health Department Facilities,DGS COVA Leased,DGS-VDH,51760,Richmond City
